id,carat,y,cut,color,clarity
3464,1.04,6.35,3,3,7
3465,2.0,7.93,3,5,6
3466,0.5,5.08,3,4,6
3467,0.37,4.73,6,1,4
3468,0.52,5.16,3,5,6
3469,0.4,4.78,1,2,7
3470,0.9,6.17,3,1,7
3471,1.51,7.37,2,5,6
3472,0.7,5.71,2,4,6
3473,0.36,4.56,1,3,6
3474,1.01,6.23,5,3,6
3475,0.72,5.74,2,2,7
3476,0.34,4.55,2,4,5
3477,0.5,5.15,2,2,5
3478,0.9,6.2,2,2,6
3479,1.2,6.61,6,7,5
3480,1.06,6.6,3,4,4
3481,0.72,5.72,3,4,6
3482,0.25,4.04,3,3,1
3483,0.59,5.47,3,3,1
3484,0.39,4.7,1,4,3
3485,1.05,6.71,3,5,5
3486,0.57,5.39,2,3,4
3487,0.41,4.81,2,4,7
3488,0.53,5.21,2,2,5
3489,0.81,5.88,3,6,5
3490,1.13,6.67,2,4,7
3491,1.0,6.35,1,3,5
3492,0.33,4.42,1,2,4
3493,0.52,5.23,2,3,6
3494,0.31,4.31,2,4,5
3495,0.83,6.06,3,4,7
3496,0.96,6.04,5,5,8
3497,0.9,6.11,1,7,7
3498,0.72,5.75,1,4,7
3499,0.71,5.74,3,2,3
3500,0.71,5.77,3,4,3
3501,1.51,7.19,3,2,7
3502,1.16,6.78,2,4,6
3503,1.01,6.38,1,5,6
3504,0.38,4.64,3,4,6
3505,0.31,4.34,1,3,5
3506,0.91,6.17,6,3,6
3507,0.56,5.3,2,5,6
3508,1.01,6.48,1,4,1
3509,0.3,4.32,2,6,6
3510,0.72,5.83,2,5,7
3511,0.41,4.77,2,1,4
3512,0.52,5.21,2,5,7
3513,1.05,6.74,3,1,6
3514,1.16,6.88,2,6,5
3515,1.5,7.32,6,5,5
3516,0.31,4.33,6,3,6
3517,0.5,5.09,2,3,6
3518,1.26,7.0,3,4,7
3519,0.37,4.59,2,1,5
3520,2.07,8.02,3,6,6
3521,0.63,5.7,6,5,1
3522,1.24,6.95,2,3,4
3523,1.52,7.42,2,6,4
3524,0.3,4.29,3,1,5
3525,2.01,8.19,6,6,5
3526,0.58,5.42,2,5,4
3527,1.02,6.48,2,4,3
3528,1.05,6.51,1,7,5
3529,1.03,6.53,6,1,6
3530,0.51,5.16,2,4,3
3531,0.71,5.78,3,2,5
3532,0.7,5.72,1,2,6
3533,1.57,7.44,3,5,4
3534,1.7,7.71,2,1,7
3535,0.38,4.62,6,5,2
3536,0.41,4.78,2,1,6
3537,0.39,4.85,3,5,6
3538,0.46,4.97,1,6,7
3539,1.7,7.47,2,5,4
3540,0.44,4.93,2,1,2
3541,0.83,5.95,1,7,6
3542,0.63,5.53,1,2,4
3543,1.25,6.87,6,6,7
3544,0.44,4.9,2,2,6
3545,1.01,6.26,3,2,7
3546,1.05,6.57,2,4,7
3547,0.9,6.12,3,5,7
3548,0.7,5.77,2,2,4
3549,0.9,6.16,1,5,5
3550,1.16,6.72,2,4,5
3551,2.09,8.22,1,5,7
3552,1.35,7.16,1,5,4
3553,1.23,6.82,6,7,7
3554,1.62,7.52,2,6,3
3555,0.32,4.36,2,6,4
3556,1.22,6.88,2,2,6
3557,0.3,4.29,3,5,4
3558,1.21,6.77,1,7,5
3559,1.11,6.61,1,4,6
3560,0.31,4.39,2,4,7
3561,0.51,5.21,3,5,4
3562,0.91,6.23,2,3,7
3563,0.76,5.89,2,5,2
3564,1.05,6.53,2,4,3
3565,0.5,5.09,1,1,5
3566,0.32,4.4,2,1,6
3567,0.35,4.54,2,1,5
3568,0.96,6.39,1,2,6
3569,1.61,7.48,3,2,7
3570,1.09,6.51,3,7,2
3571,1.22,6.88,1,4,4
3572,0.71,5.67,6,2,6
3573,1.1,6.61,1,5,4
3574,0.5,5.12,1,3,5
3575,1.11,6.59,1,5,6
3576,1.01,6.45,1,3,3
3577,1.52,7.25,1,5,3
3578,1.06,6.7,3,4,5
3579,0.9,6.16,3,5,7
3580,1.63,7.54,2,5,6
3581,0.23,3.9,3,2,4
3582,1.09,6.66,2,2,6
3583,0.32,4.4,2,4,5
3584,0.71,5.76,1,6,6
3585,1.0,6.4,1,2,6
3586,0.3,4.3,1,4,5
3587,1.04,6.62,3,3,5
3588,0.5,5.03,3,5,1
3589,0.23,3.94,3,2,3
3590,2.04,8.06,1,4,7
3591,0.52,5.31,1,3,6
3592,0.34,4.55,1,1,3
3593,1.23,6.94,2,6,4
3594,0.38,4.58,2,3,5
3595,0.74,5.86,2,4,4
3596,0.32,4.4,2,6,3
3597,0.52,5.12,3,2,5
3598,0.27,4.18,2,1,2
3599,1.26,6.9,1,7,7
3600,1.0,6.35,1,4,5
3601,0.31,4.33,3,2,5
3602,0.44,4.92,2,1,4
3603,1.01,6.37,6,1,6
3604,1.05,6.48,2,4,1
3605,1.5,7.48,1,3,7
3606,0.42,4.81,3,2,5
3607,0.32,4.33,1,6,5
3608,0.43,4.86,1,3,5
3609,0.33,4.4,2,3,5
3610,0.71,5.65,3,1,5
3611,0.7,5.63,3,1,6
3612,0.8,5.91,2,4,6
3613,0.7,5.81,3,2,6
3614,0.53,5.21,2,1,3
3615,0.34,4.52,2,3,1
3616,0.32,4.42,1,4,5
3617,0.79,6.03,1,1,7
3618,1.02,6.46,1,1,3
3619,1.53,7.35,2,6,7
3620,0.32,4.45,2,2,2
3621,1.17,6.71,1,5,6
3622,0.39,4.7,1,1,5
3623,0.71,5.82,2,2,7
3624,0.31,4.4,3,2,6
3625,1.69,7.79,3,7,8
3626,0.41,4.75,2,4,5
3627,0.25,4.02,1,2,3
3628,1.71,7.81,3,5,6
3629,0.6,5.47,2,4,4
3630,0.5,5.09,3,3,7
3631,0.37,4.64,2,4,1
3632,1.19,6.83,2,5,8
3633,2.05,8.13,1,5,5
3634,2.16,8.49,1,6,6
3635,0.37,4.71,3,3,4
3636,0.27,4.11,3,2,5
3637,0.9,6.12,6,2,4
3638,1.03,6.49,3,5,4
3639,0.93,6.17,1,3,7
3640,1.31,7.12,3,6,7
3641,0.9,6.41,6,3,7
3642,1.01,6.56,1,2,7
3643,0.73,5.78,2,2,5
3644,0.57,5.41,2,4,2
3645,0.24,4.0,2,4,6
3646,0.7,5.52,6,5,6
3647,0.5,5.1,2,3,5
3648,0.75,5.81,3,4,6
3649,1.31,7.06,1,4,4
3650,1.24,6.91,1,7,5
3651,0.72,5.69,2,2,6
3652,1.73,7.76,3,7,5
3653,1.0,6.22,5,4,3
3654,1.51,7.27,3,4,7
3655,1.03,6.39,1,5,5
3656,1.59,7.52,3,6,4
3657,0.56,5.3,1,2,6
3658,0.32,4.5,2,3,1
3659,1.45,7.23,1,3,5
3660,0.9,5.9,5,1,7
3661,1.33,6.99,2,4,3
3662,0.31,4.38,2,4,2
3663,0.35,4.63,3,5,5
3664,0.7,5.74,1,3,7
3665,1.59,7.59,1,3,5
3666,0.38,4.73,2,2,6
3667,1.95,8.05,1,5,8
3668,1.18,6.85,3,2,8
3669,0.55,5.32,2,3,7
3670,1.08,6.53,1,4,4
3671,1.01,6.48,2,3,6
3672,0.36,4.57,1,2,7
3673,1.1,6.67,2,1,5
3674,0.82,5.94,1,5,4
3675,1.55,7.48,2,1,7
3676,1.06,6.55,3,5,6
3677,1.21,6.97,3,5,4
3678,1.0,6.4,2,2,6
3679,1.0,6.37,1,1,6
3680,0.41,4.75,1,4,6
3681,0.43,4.81,1,5,4
3682,0.53,5.26,2,4,4
3683,1.03,6.52,3,2,7
3684,1.12,6.61,2,5,6
3685,0.33,4.45,1,4,4
3686,0.41,4.71,1,4,6
3687,0.35,4.64,3,4,4
3688,0.5,5.13,1,2,5
3689,0.72,5.8,2,1,6
3690,0.5,5.07,1,1,6
3691,0.73,5.82,2,4,7
3692,0.32,4.43,1,4,1
3693,0.3,4.32,2,1,5
3694,0.35,4.55,2,4,4
3695,0.94,6.27,3,3,7
3696,1.16,6.69,1,7,5
3697,0.53,5.19,1,3,7
3698,0.45,4.99,2,4,1
3699,1.8,7.71,2,5,6
3700,0.41,4.83,2,3,5
3701,2.01,7.94,1,6,5
3702,0.43,4.88,3,1,4
3703,0.73,5.84,3,3,3
3704,0.38,4.71,1,5,2
3705,0.34,4.44,3,2,6
3706,0.3,4.32,2,4,5
3707,0.3,4.3,1,1,6
3708,0.32,4.38,2,2,3
3709,0.33,4.6,3,3,1
3710,1.03,6.42,1,3,5
3711,0.31,4.37,2,6,6
3712,0.53,5.21,2,1,2
3713,0.9,6.17,6,4,1
3714,0.51,5.02,3,7,6
3715,1.02,6.48,2,4,5
3716,0.25,4.19,6,1,3
3717,1.02,6.62,6,1,7
3718,1.07,6.53,2,3,7
3719,1.08,6.64,2,4,7
3720,0.35,4.79,5,3,2
3721,0.31,4.38,1,3,5
3722,1.23,6.88,1,1,5
3723,0.31,4.35,2,5,3
3724,0.36,4.55,1,1,6
3725,1.04,6.46,2,4,5
3726,0.51,5.16,1,1,5
3727,1.24,7.03,3,6,5
3728,2.04,8.36,6,5,6
3729,0.54,5.32,6,2,6
3730,0.52,5.19,2,3,5
3731,0.8,5.9,3,1,7
3732,0.3,4.32,1,5,2
3733,1.18,6.89,2,2,7
3734,2.0,7.96,5,6,7
3735,0.41,4.79,2,2,3
3736,1.5,7.31,3,5,3
3737,0.56,5.3,3,1,1
3738,0.7,5.78,3,3,6
3739,1.04,6.52,1,2,7
3740,0.32,4.4,3,6,5
3741,0.23,3.92,3,4,3
3742,0.39,4.71,2,5,6
3743,1.35,7.06,1,2,7
3744,0.34,4.55,2,5,1
3745,0.31,4.47,3,7,6
3746,0.53,5.22,2,1,5
3747,0.31,4.34,2,5,3
3748,1.01,6.36,1,4,3
3749,1.01,6.35,3,6,7
3750,0.3,4.3,2,3,2
3751,0.62,5.52,2,5,1
3752,0.48,4.97,1,2,5
3753,0.59,5.41,1,3,5
3754,0.35,4.59,2,6,4
3755,1.02,6.52,2,4,5
3756,0.31,4.34,2,4,4
3757,0.35,4.55,1,2,5
3758,0.24,4.01,3,2,3
3759,0.75,5.96,1,2,6
3760,0.9,6.19,3,3,5
3761,1.51,7.35,2,4,5
3762,2.02,8.05,1,3,7
3763,0.4,4.79,1,3,5
3764,0.35,4.56,2,1,5
3765,1.01,6.4,1,7,7
3766,0.3,4.27,3,6,2
3767,1.19,6.75,3,1,7
3768,1.61,7.51,2,4,4
3769,0.31,4.34,2,2,5
3770,1.08,6.51,3,4,3
3771,0.3,4.33,2,2,2
3772,0.76,5.76,1,5,6
3773,0.4,4.78,2,2,6
3774,0.33,4.47,2,4,3
3775,1.01,6.4,3,2,6
3776,0.7,5.86,3,5,6
3777,2.1,8.24,1,6,6
3778,0.9,6.18,6,3,7
3779,0.82,6.2,6,7,6
3780,0.28,4.24,2,5,4
3781,1.11,6.49,1,4,7
3782,0.7,5.7,3,4,3
3783,2.02,8.35,6,6,7
3784,0.85,6.19,5,4,4
3785,0.7,5.77,1,6,2
3786,0.56,5.29,1,1,6
3787,0.84,6.04,1,5,7
3788,0.53,5.2,2,2,5
3789,0.41,4.84,3,6,2
3790,0.32,4.43,3,5,4
3791,1.2,6.9,1,3,7
3792,1.15,6.72,1,5,7
3793,0.41,4.83,2,7,5
3794,1.09,6.61,2,5,6
3795,0.5,5.08,6,2,6
3796,0.31,4.38,2,3,5
3797,1.02,6.35,2,4,6
3798,0.51,5.18,2,3,5
3799,0.31,4.33,3,3,5
3800,0.51,5.24,3,2,4
3801,0.73,5.89,2,3,4
3802,1.02,6.35,3,1,6
3803,1.24,7.0,2,3,7
3804,1.03,6.52,3,5,5
3805,0.7,5.52,6,3,7
3806,0.41,4.74,3,3,3
3807,0.72,5.78,2,5,2
3808,1.08,6.57,2,3,5
3809,0.52,5.14,2,2,5
3810,0.56,5.32,2,4,7
3811,0.51,5.06,2,3,5
3812,1.02,6.68,3,1,7
3813,1.01,6.42,3,7,3
3814,0.71,5.77,3,6,3
3815,0.7,5.71,2,2,5
3816,1.5,7.34,2,4,7
3817,1.21,6.67,6,4,5
3818,0.5,5.06,3,3,4
3819,2.09,8.31,1,7,4
3820,0.5,4.99,3,3,8
3821,1.02,6.58,1,4,7
3822,0.7,5.79,6,3,4
3823,0.71,5.73,2,4,3
3824,0.51,5.1,6,4,6
3825,0.53,5.25,2,5,2
3826,0.9,6.23,3,3,4
3827,0.47,5.07,2,1,4
3828,0.29,4.29,2,4,6
3829,0.5,5.12,1,1,5
3830,0.78,6.12,3,1,5
3831,0.41,4.74,2,2,5
3832,0.53,5.18,2,3,6
3833,0.31,4.32,3,3,5
3834,0.65,5.61,2,3,3
3835,0.32,4.35,1,5,5
3836,1.51,7.39,1,3,5
3837,1.07,6.57,2,3,1
3838,1.01,6.44,3,4,6
3839,0.41,4.69,3,2,7
3840,0.41,4.78,6,2,6
3841,2.48,8.61,1,6,6
3842,0.78,5.88,3,5,7
3843,1.0,6.23,6,3,4
3844,0.54,5.2,3,5,5
3845,1.57,7.45,2,5,6
3846,0.52,5.18,2,1,3
3847,1.63,7.52,2,5,7
3848,0.71,5.73,3,2,6
3849,1.58,7.44,1,6,4
3850,0.35,4.57,3,2,6
3851,1.51,7.21,1,4,6
3852,1.39,7.08,1,6,6
3853,1.02,6.33,1,1,7
3854,1.61,7.4,1,5,6
3855,0.7,5.66,3,2,4
3856,1.5,7.24,6,2,5
3857,0.38,4.68,2,1,4
3858,1.2,6.87,2,7,6
3859,0.91,6.08,6,3,6
3860,1.07,6.59,2,4,7
3861,0.9,6.14,3,4,5
3862,1.71,7.54,6,6,4
3863,1.04,6.52,2,4,7
3864,0.32,4.35,1,5,1
3865,0.44,4.93,2,4,1
3866,1.27,6.95,3,5,5
3867,0.8,5.86,1,5,4
3868,1.1,6.69,3,1,7
3869,1.21,6.85,2,4,5
3870,0.5,5.05,1,2,5
3871,0.3,4.28,1,6,3
3872,1.12,6.63,2,1,5
3873,1.2,6.75,3,4,6
3874,1.17,6.9,3,7,8
3875,0.7,5.63,6,3,5
3876,0.41,4.72,2,1,5
3877,1.54,7.56,3,3,5
3878,1.68,7.44,6,2,8
3879,0.44,4.85,3,2,4
3880,0.59,5.54,3,1,5
3881,1.53,7.38,2,5,7
3882,1.52,7.45,1,1,7
3883,1.0,6.39,1,3,6
3884,0.5,5.06,1,3,4
3885,0.31,4.39,2,2,5
3886,1.5,7.32,3,3,1
3887,0.33,4.5,2,2,3
3888,0.37,4.57,1,3,6
3889,0.9,6.03,6,5,7
3890,1.01,6.58,2,4,7
3891,1.52,7.38,1,4,5
3892,1.03,6.5,2,3,2
3893,0.92,6.43,3,7,7
3894,0.51,5.22,3,5,2
3895,1.23,6.79,6,7,5
3896,0.71,5.79,2,7,3
3897,0.31,4.35,1,2,5
3898,0.32,4.46,2,3,5
3899,1.0,6.33,6,6,5
3900,0.3,4.26,1,1,7
3901,0.3,4.29,2,2,5
3902,0.39,4.62,3,4,3
3903,0.31,4.42,2,4,4
3904,0.73,5.82,2,1,5
3905,0.99,6.1,5,7,8
3906,0.31,4.37,2,2,3
3907,0.72,5.72,1,1,6
3908,0.8,5.96,1,2,7
3909,0.53,5.23,2,4,4
3910,0.41,4.75,2,6,3
3911,2.23,8.39,3,7,5
3912,0.73,5.82,1,6,4
3913,1.29,7.05,2,5,4
3914,1.0,6.23,3,4,7
3915,1.05,6.46,3,6,7
3916,0.83,6.07,2,3,5
3917,1.1,6.56,1,3,7
3918,0.3,4.31,2,5,5
3919,2.19,8.19,6,6,7
3920,0.27,4.21,2,3,1
3921,0.32,4.37,1,4,6
3922,0.5,5.08,1,2,4
3923,0.3,4.34,2,1,6
3924,0.35,4.61,3,1,6
3925,0.34,4.46,2,2,4
3926,0.31,4.32,2,6,6
3927,0.33,4.46,1,1,5
3928,0.4,4.72,2,4,4
3929,0.36,4.61,1,5,6
3930,1.59,7.6,3,1,5
3931,0.22,3.89,1,2,5
3932,1.04,6.41,2,6,5
3933,0.31,4.35,2,4,6
3934,1.02,6.43,1,7,6
3935,1.51,7.43,1,4,6
3936,1.51,7.54,3,3,4
3937,2.38,8.52,3,7,5
3938,1.01,6.57,6,6,4
3939,1.01,6.44,6,3,7
3940,0.9,6.24,2,6,4
3941,1.13,6.75,2,4,6
3942,0.3,4.27,3,2,5
3943,1.01,6.27,3,5,5
3944,0.8,5.92,2,4,7
3945,1.09,6.54,3,1,7
3946,1.28,6.94,1,5,6
3947,0.31,4.33,2,1,6
3948,0.71,5.6,6,7,5
3949,2.1,8.22,2,6,7
3950,0.3,4.21,1,4,2
3951,1.23,6.81,6,4,6
3952,0.55,5.27,2,3,6
3953,0.55,5.24,2,2,6
3954,0.55,5.29,2,2,6
3955,0.32,4.41,3,2,5
3956,0.49,5.11,5,1,5
3957,0.41,4.82,6,6,4
3958,0.3,4.3,2,2,3
3959,0.54,5.22,2,3,7
3960,0.55,5.24,2,7,4
3961,0.55,5.23,3,2,6
3962,0.3,4.29,2,4,4
3963,0.42,4.83,2,1,6
3964,1.01,6.31,6,6,7
3965,0.35,4.57,2,2,6
3966,0.53,5.16,3,3,5
3967,0.51,5.12,1,4,5
3968,1.02,6.38,3,4,4
3969,0.3,4.31,2,1,3
3970,0.4,4.74,2,1,5
3971,1.87,8.04,2,5,4
3972,0.36,4.62,2,2,5
3973,0.3,4.22,5,3,5
3974,0.54,5.24,3,4,4
3975,1.07,6.69,1,2,5
3976,0.9,6.24,6,1,6
3977,0.7,5.47,5,4,6
3978,0.3,4.35,2,1,6
3979,0.7,5.74,6,5,3
3980,0.33,4.54,2,1,5
3981,1.5,7.35,1,5,7
3982,1.76,7.72,3,5,5
3983,0.71,5.71,2,2,4
3984,0.93,6.24,2,5,6
3985,0.31,4.29,6,4,5
3986,0.78,6.13,3,7,6
3987,0.4,4.74,1,4,3
3988,0.5,5.18,1,6,7
3989,0.7,5.77,2,5,6
3990,1.0,6.38,2,1,6
3991,1.22,7.01,1,6,5
3992,0.7,5.62,6,5,7
3993,0.9,6.27,2,1,6
3994,0.31,4.3,2,3,5
3995,0.4,4.77,1,2,6
3996,0.74,5.76,1,3,6
3997,1.02,6.41,1,4,5
3998,0.78,5.99,1,4,7
3999,1.0,6.54,2,1,2
4000,0.91,6.08,5,3,6
4001,0.31,4.45,2,7,3
4002,0.7,5.7,2,4,5
4003,0.4,4.74,2,4,2
4004,1.2,6.65,6,5,7
4005,0.77,5.95,1,2,7
4006,0.58,5.3,1,2,4
4007,1.51,7.25,6,1,6
4008,0.3,4.21,1,4,5
4009,0.53,5.39,6,2,7
4010,0.54,5.23,1,4,4
4011,0.46,4.92,3,7,4
4012,0.91,6.22,3,4,7
4013,0.23,3.95,3,2,3
4014,1.91,7.89,6,6,7
4015,0.9,6.02,6,4,5
4016,0.32,4.46,2,5,3
4017,0.23,4.06,3,3,3
4018,0.88,6.13,3,3,3
4019,0.59,5.57,3,3,7
4020,0.82,6.05,2,1,5
4021,0.8,5.88,3,3,5
4022,0.63,5.53,2,1,6
4023,2.0,7.69,5,6,7
4024,1.01,6.41,1,4,7
4025,1.02,6.44,3,5,4
4026,2.0,8.03,6,3,6
4027,1.06,6.33,5,6,8
4028,0.37,4.64,2,4,5
4029,1.25,6.82,1,1,7
4030,0.5,5.08,1,4,4
4031,1.08,6.57,1,3,6
4032,0.37,4.58,3,4,7
4033,0.51,5.02,6,3,6
4034,0.74,5.76,2,3,6
4035,0.7,5.63,1,3,2
4036,1.12,6.85,6,5,6
4037,1.06,6.55,2,4,2
4038,0.51,5.09,1,5,4
4039,0.4,4.76,2,3,2
4040,0.73,5.69,3,2,7
4041,2.07,8.08,2,7,7
4042,0.25,4.08,1,2,5
4043,0.62,5.55,2,1,4
4044,0.33,4.44,3,5,5
4045,1.52,7.37,1,1,7
4046,0.54,5.28,2,3,5
4047,1.0,6.41,2,3,7
4048,0.44,4.88,3,6,4
4049,0.9,6.04,6,4,6
4050,1.31,7.18,2,4,3
4051,0.54,5.27,2,3,4
4052,0.54,5.29,2,1,5
4053,0.71,5.64,1,1,7
4054,0.48,5.01,3,2,6
4055,1.01,6.43,1,3,5
4056,0.92,6.23,1,3,6
4057,1.01,6.39,1,5,5
4058,0.8,5.93,2,3,7
4059,0.4,4.72,3,2,5
4060,1.23,6.97,1,4,7
4061,1.18,6.76,2,4,4
4062,0.72,5.72,3,1,6
4063,0.3,4.34,2,5,5
4064,0.9,6.12,1,4,6
4065,0.3,4.3,3,2,3
4066,0.77,5.92,6,4,4
4067,0.7,5.67,2,2,6
4068,0.32,4.48,1,2,5
4069,1.5,7.15,5,6,7
4070,0.31,4.37,3,4,5
4071,0.36,4.57,1,1,5
4072,1.5,7.35,2,7,6
4073,0.57,5.34,2,3,5
4074,0.79,5.9,3,1,7
4075,0.31,4.34,2,4,2
4076,0.71,5.78,2,2,7
4077,0.31,4.43,1,5,2
4078,1.07,6.56,3,2,7
4079,1.22,6.83,2,5,6
4080,0.31,4.28,3,3,6
4081,0.32,4.36,2,2,5
4082,1.01,6.4,1,2,7
4083,0.35,4.51,2,1,5
4084,0.23,4.02,3,2,3
4085,0.27,4.18,2,6,4
4086,1.54,7.36,6,7,6
4087,0.55,5.31,2,1,5
4088,0.4,4.72,2,3,3
4089,0.9,6.34,1,2,5
4090,0.7,5.75,3,6,5
4091,1.15,6.5,5,4,4
4092,0.79,5.95,2,6,3
4093,0.81,6.05,2,5,6
4094,1.1,6.61,2,2,7
4095,0.32,4.4,2,2,5
4096,1.07,6.62,2,5,3
4097,0.7,5.78,2,5,6
4098,0.8,6.05,1,3,6
4099,0.9,6.13,3,3,6
4100,1.09,6.75,1,6,5
4101,0.57,5.36,2,3,1
4102,0.42,4.8,2,1,5
4103,1.04,6.55,3,4,5
4104,2.0,7.94,2,5,5
4105,0.4,4.71,2,2,6
4106,1.01,6.25,6,3,6
4107,0.52,5.2,2,2,3
4108,0.37,4.68,1,1,6
4109,1.22,4.24,1,7,7
4110,1.6,7.58,2,3,6
4111,1.0,6.42,3,3,6
4112,0.7,5.45,5,4,8
4113,1.06,6.6,2,1,5
4114,0.38,4.57,3,5,2
4115,0.91,6.24,2,3,6
4116,0.61,5.49,3,7,6
4117,0.37,4.67,2,5,5
4118,1.0,6.49,3,3,5
4119,0.46,5.0,2,4,2
4120,0.9,6.1,6,5,6
4121,0.32,4.43,2,2,5
4122,0.5,5.15,2,2,4
4123,0.31,4.37,2,1,6
4124,1.01,6.27,1,5,5
4125,0.3,4.29,2,6,4
4126,1.21,6.74,3,4,3
4127,1.54,7.28,2,1,6
4128,1.59,7.55,1,3,7
4129,1.01,6.33,6,7,4
4130,0.72,5.75,2,7,6
4131,0.7,5.65,2,7,5
4132,1.7,7.61,3,5,5
4133,0.74,5.87,2,7,3
4134,0.56,5.33,2,2,6
4135,0.71,5.84,1,2,6
4136,0.33,4.5,2,4,6
4137,0.3,4.37,1,6,3
4138,1.07,6.41,1,5,6
4139,1.01,6.39,2,2,7
4140,0.31,4.43,2,4,2
4141,0.31,4.34,2,1,6
4142,0.55,5.36,3,2,3
4143,0.9,6.11,6,2,7
4144,0.24,4.02,2,4,4
4145,1.01,6.55,3,6,6
4146,1.02,6.49,2,1,5
4147,1.22,6.91,3,1,7
4148,1.05,6.55,2,5,7
4149,0.44,4.88,2,1,4
4150,0.71,5.73,2,2,6
4151,0.38,4.66,2,2,4
4152,0.52,5.16,2,6,4
4153,1.0,6.38,2,7,4
4154,0.51,5.16,2,4,4
4155,1.7,7.65,2,7,7
4156,0.36,4.61,2,2,2
4157,0.44,4.94,2,4,3
4158,1.06,6.71,3,1,5
4159,1.0,6.44,1,1,6
4160,0.4,4.73,2,3,3
4161,1.73,7.69,3,6,7
4162,0.77,5.92,3,5,3
4163,1.21,6.8,2,2,5
4164,0.39,4.59,3,7,4
4165,0.81,5.95,1,2,6
4166,0.29,4.27,3,2,4
4167,0.32,4.4,2,4,5
4168,0.6,5.44,2,2,4
4169,0.5,5.04,1,1,5
4170,0.3,4.24,6,2,6
4171,0.77,5.89,3,4,2
4172,0.33,4.41,1,4,4
4173,0.71,5.81,3,3,6
4174,0.23,3.96,2,3,3
4175,0.36,4.62,2,3,1
4176,0.56,5.36,3,2,3
4177,1.41,7.2,3,3,7
4178,0.36,4.56,3,4,6
4179,2.13,8.17,3,7,6
4180,0.41,4.76,2,3,4
4181,0.28,4.19,3,4,3
4182,1.11,6.65,2,6,6
4183,0.9,6.07,6,2,5
4184,1.0,6.42,2,2,5
4185,0.3,4.31,2,2,3
4186,0.72,5.72,1,2,6
4187,0.54,5.26,1,2,5
4188,0.9,6.16,2,1,7
4189,1.0,6.33,1,3,4
4190,0.31,4.38,2,2,4
4191,1.39,7.15,2,3,7
4192,0.9,6.2,1,5,6
4193,0.27,4.2,2,2,5
4194,1.79,7.83,1,7,6
4195,0.9,6.16,6,3,7
4196,0.7,5.63,1,2,6
4197,1.01,6.28,5,4,5
4198,0.74,5.77,1,2,5
4199,1.03,6.43,3,5,7
4200,0.72,5.81,2,6,4
4201,1.02,6.54,2,4,4
4202,2.03,8.17,2,6,7
4203,0.7,5.66,3,3,6
4204,0.32,4.37,1,4,5
4205,1.5,7.5,2,6,6
4206,0.34,4.49,3,4,4
4207,0.31,4.31,1,4,3
4208,2.21,8.43,2,6,6
4209,0.72,5.58,6,5,7
4210,1.81,7.39,5,7,8
4211,1.0,6.51,3,3,3
4212,0.3,4.29,3,4,4
4213,0.54,5.24,2,2,5
4214,0.32,4.47,3,3,2
4215,1.0,6.3,3,3,5
4216,0.5,4.99,6,3,6
4217,1.5,7.33,3,2,6
4218,1.01,6.39,2,4,4
4219,1.53,7.4,2,6,6
4220,1.52,7.21,5,6,6
4221,2.16,8.31,3,5,7
4222,1.5,7.22,6,3,5
4223,1.3,6.95,3,4,4
4224,0.32,4.39,3,2,6
4225,0.3,4.26,3,5,2
4226,0.33,4.47,2,3,5
4227,1.2,6.64,3,4,2
4228,1.22,6.85,1,4,3
4229,0.7,5.71,1,1,7
4230,0.41,4.81,1,1,6
4231,0.5,5.02,3,7,5
4232,0.33,4.44,2,4,2
4233,0.42,4.86,1,4,5
4234,1.02,6.39,2,5,5
4235,0.38,4.68,2,3,3
4236,0.3,4.27,6,1,6
4237,0.73,5.82,2,2,7
4238,1.51,7.45,2,5,5
4239,0.31,4.39,2,7,4
4240,1.51,7.3,1,4,4
4241,0.35,4.46,1,5,2
4242,0.55,5.27,1,1,6
4243,1.17,6.77,6,4,4
4244,0.3,4.26,2,3,5
4245,0.86,6.1,2,4,4
4246,0.97,6.41,2,3,8
4247,0.31,4.42,2,4,1
4248,0.53,5.32,3,4,4
4249,1.01,6.52,1,5,7
4250,0.42,4.79,1,5,2
4251,0.31,4.31,2,4,2
4252,0.35,4.45,2,5,2
4253,1.5,7.34,6,3,7
4254,0.82,6.03,2,2,6
4255,1.0,6.42,3,3,4
4256,0.41,4.81,1,4,5
4257,1.1,6.64,2,5,4
4258,0.5,5.11,2,2,5
4259,0.3,4.31,1,5,4
4260,0.42,4.79,1,1,6
4261,0.3,4.3,1,5,1
4262,1.02,6.38,3,5,7
4263,0.56,5.23,6,2,4
4264,0.3,4.33,2,2,5
4265,0.56,5.29,1,6,2
4266,1.0,6.36,2,5,5
4267,0.7,5.76,2,1,6
4268,1.01,6.33,1,3,5
4269,0.3,4.38,3,4,1
4270,2.01,8.03,2,7,6
4271,0.41,4.82,1,2,3
4272,0.4,4.71,3,7,1
4273,0.54,5.1,1,2,4
4274,1.0,6.01,5,1,7
4275,0.7,5.68,1,5,5
4276,0.41,4.85,1,3,6
4277,1.01,6.32,6,3,5
4278,1.01,6.32,1,4,3
4279,0.32,4.45,2,4,1
4280,0.27,4.19,2,3,1
4281,0.6,5.43,3,1,5
4282,1.36,7.08,1,6,5
4283,0.43,4.9,2,5,4
4284,0.36,4.61,3,6,4
4285,0.3,4.26,2,5,3
