carat,y,cut,color,clarity
1.07,6.41,1,5,6
1.01,6.39,2,2,7
0.31,4.43,2,4,2
0.31,4.34,2,1,6
0.55,5.36,3,2,3
0.9,6.11,6,2,7
0.24,4.02,2,4,4
1.01,6.55,3,6,6
1.02,6.49,2,1,5
1.22,6.91,3,1,7
1.05,6.55,2,5,7
0.44,4.88,2,1,4
0.71,5.73,2,2,6
0.38,4.66,2,2,4
0.52,5.16,2,6,4
1.0,6.38,2,7,4
0.51,5.16,2,4,4
1.7,7.65,2,7,7
0.36,4.61,2,2,2
0.44,4.94,2,4,3
1.06,6.71,3,1,5
1.0,6.44,1,1,6
0.4,4.73,2,3,3
1.73,7.69,3,6,7
0.77,5.92,3,5,3
1.21,6.8,2,2,5
0.39,4.59,3,7,4
0.81,5.95,1,2,6
0.29,4.27,3,2,4
0.32,4.4,2,4,5
0.6,5.44,2,2,4
0.5,5.04,1,1,5
0.3,4.24,6,2,6
0.77,5.89,3,4,2
0.33,4.41,1,4,4
0.71,5.81,3,3,6
0.23,3.96,2,3,3
0.36,4.62,2,3,1
0.56,5.36,3,2,3
1.41,7.2,3,3,7
0.36,4.56,3,4,6
2.13,8.17,3,7,6
0.41,4.76,2,3,4
0.28,4.19,3,4,3
1.11,6.65,2,6,6
0.9,6.07,6,2,5
1.0,6.42,2,2,5
0.3,4.31,2,2,3
0.72,5.72,1,2,6
0.54,5.26,1,2,5
0.9,6.16,2,1,7
1.0,6.33,1,3,4
0.31,4.38,2,2,4
1.39,7.15,2,3,7
0.9,6.2,1,5,6
0.27,4.2,2,2,5
1.79,7.83,1,7,6
0.9,6.16,6,3,7
0.7,5.63,1,2,6
1.01,6.28,5,4,5
0.74,5.77,1,2,5
1.03,6.43,3,5,7
0.72,5.81,2,6,4
1.02,6.54,2,4,4
2.03,8.17,2,6,7
0.7,5.66,3,3,6
0.32,4.37,1,4,5
1.5,7.5,2,6,6
0.34,4.49,3,4,4
0.31,4.31,1,4,3
2.21,8.43,2,6,6
0.72,5.58,6,5,7
1.81,7.39,5,7,8
1.0,6.51,3,3,3
0.3,4.29,3,4,4
0.54,5.24,2,2,5
0.32,4.47,3,3,2
1.0,6.3,3,3,5
0.5,4.99,6,3,6
1.5,7.33,3,2,6
1.01,6.39,2,4,4
1.53,7.4,2,6,6
1.52,7.21,5,6,6
2.16,8.31,3,5,7
1.5,7.22,6,3,5
1.3,6.95,3,4,4
0.32,4.39,3,2,6
0.3,4.26,3,5,2
0.33,4.47,2,3,5
1.2,6.64,3,4,2
1.22,6.85,1,4,3
0.7,5.71,1,1,7
0.41,4.81,1,1,6
0.5,5.02,3,7,5
0.33,4.44,2,4,2
0.42,4.86,1,4,5
1.02,6.39,2,5,5
0.38,4.68,2,3,3
0.3,4.27,6,1,6
0.73,5.82,2,2,7
1.51,7.45,2,5,5
0.31,4.39,2,7,4
1.51,7.3,1,4,4
0.35,4.46,1,5,2
0.55,5.27,1,1,6
1.17,6.77,6,4,4
0.3,4.26,2,3,5
0.86,6.1,2,4,4
0.97,6.41,2,3,8
0.31,4.42,2,4,1
0.53,5.32,3,4,4
1.01,6.52,1,5,7
0.42,4.79,1,5,2
0.31,4.31,2,4,2
0.35,4.45,2,5,2
1.5,7.34,6,3,7
0.82,6.03,2,2,6
1.0,6.42,3,3,4
0.41,4.81,1,4,5
1.1,6.64,2,5,4
0.5,5.11,2,2,5
0.3,4.31,1,5,4
0.42,4.79,1,1,6
0.3,4.3,1,5,1
1.02,6.38,3,5,7
0.56,5.23,6,2,4
0.3,4.33,2,2,5
0.56,5.29,1,6,2
1.0,6.36,2,5,5
0.7,5.76,2,1,6
1.01,6.33,1,3,5
0.3,4.38,3,4,1
2.01,8.03,2,7,6
0.41,4.82,1,2,3
0.4,4.71,3,7,1
0.54,5.1,1,2,4
1.0,6.01,5,1,7
0.7,5.68,1,5,5
0.41,4.85,1,3,6
1.01,6.32,6,3,5
1.01,6.32,1,4,3
0.32,4.45,2,4,1
0.27,4.19,2,3,1
0.6,5.43,3,1,5
1.36,7.08,1,6,5
0.43,4.9,2,5,4
0.36,4.61,3,6,4
0.3,4.26,2,5,3
0.35,4.53,6,2,4
0.69,5.82,6,3,6
0.66,5.46,6,3,5
0.44,4.82,1,4,4
0.52,5.21,2,4,3
0.57,5.48,2,5,6
0.3,4.39,2,1,4
1.0,6.35,1,2,6
0.31,4.41,2,2,2
0.3,4.21,3,3,6
0.71,5.71,3,2,2
0.29,4.11,5,1,5
0.26,4.1,2,3,4
0.46,5.01,2,5,2
0.58,5.27,2,2,4
0.3,4.34,6,2,2
1.21,6.77,1,3,4
0.32,4.44,3,7,6
0.33,4.51,2,5,1
0.52,5.34,6,3,4
0.5,5.11,3,1,4
1.01,6.45,1,4,3
0.55,5.31,2,3,5
1.23,7.0,3,5,5
0.6,5.31,3,4,6
0.3,4.34,2,5,3
0.31,4.37,2,5,3
1.0,6.22,5,5,4
1.07,6.61,2,4,5
0.5,5.15,1,3,4
0.81,5.97,6,3,6
1.5,7.28,1,3,7
1.5,7.39,1,6,7
0.41,4.83,3,7,2
0.74,5.88,1,4,6
0.34,4.52,2,3,4
1.0,5.94,5,4,6
2.01,8.31,6,6,6
0.83,6.1,2,5,7
1.01,6.06,6,1,7
1.5,7.46,3,2,6
1.0,6.32,3,6,5
0.58,5.38,2,4,5
0.33,4.48,2,3,5
0.35,4.58,1,1,5
1.05,6.68,2,3,7
0.53,5.16,2,1,5
0.33,4.41,2,1,6
0.55,5.23,1,4,7
0.33,4.44,3,4,2
1.51,7.28,3,7,5
1.35,7.12,3,5,5
0.31,4.37,2,1,6
0.9,6.19,2,5,4
0.78,5.96,3,2,4
0.31,4.44,3,5,3
1.5,7.13,6,3,5
0.28,4.22,1,2,3
0.54,5.11,6,1,6
0.7,5.69,3,3,6
1.5,7.36,1,4,4
3.0,8.73,5,6,7
1.0,6.41,3,1,6
0.23,3.98,2,2,7
0.3,4.35,2,6,2
1.16,6.8,1,3,5
1.51,7.53,1,7,6
0.33,4.39,3,3,4
0.56,5.2,1,2,6
0.28,4.23,2,3,3
0.3,4.37,2,7,4
0.76,5.93,1,5,2
1.22,6.92,2,2,6
0.44,4.87,6,7,4
0.3,4.28,1,7,5
0.46,4.94,1,1,5
0.32,4.36,6,2,6
0.27,4.27,3,2,3
0.45,4.95,2,2,3
1.02,6.64,3,2,5
0.95,6.46,2,5,7
0.34,4.5,2,6,2
2.4,8.49,2,6,7
0.9,6.23,3,5,3
2.1,8.35,2,6,6
1.03,6.58,3,3,7
0.54,5.22,2,3,4
1.51,7.46,2,6,6
0.43,4.93,3,5,6
0.31,4.4,1,5,6
0.29,4.25,3,3,2
1.62,7.68,1,4,4
1.03,6.41,1,7,8
0.39,4.65,1,4,4
0.7,5.75,3,2,4
1.08,6.49,6,2,7
2.0,8.01,2,3,7
0.43,4.92,2,3,6
0.51,5.11,3,4,3
0.56,5.33,2,2,3
0.36,4.59,2,4,1
1.01,6.46,1,4,5
0.46,4.98,2,4,3
1.02,6.53,2,4,5
0.76,5.73,6,6,6
0.42,4.79,2,4,4
1.51,7.3,3,5,5
0.9,6.24,1,2,7
0.3,4.33,2,2,4
0.32,4.4,2,5,4
0.3,4.34,2,5,5
1.51,7.19,6,3,7
0.51,5.08,6,2,3
1.13,6.85,2,1,7
1.0,6.31,1,5,7
1.53,7.41,1,6,4
0.79,5.92,2,3,6
1.0,6.48,1,2,7
1.22,6.79,2,3,4
1.25,7.04,3,4,2
1.75,7.59,2,3,7
1.2,6.65,6,3,5
0.32,4.45,2,1,2
1.02,6.47,1,1,6
1.11,6.74,2,1,7
0.7,5.72,3,5,4
1.41,7.0,5,5,8
1.24,6.86,2,7,6
0.7,5.68,1,4,6
0.23,3.96,6,3,2
1.37,6.9,6,6,5
1.02,6.41,1,3,6
1.1,6.6,2,6,7
2.03,8.28,1,7,4
0.3,4.23,3,7,4
1.01,6.32,6,3,4
1.02,6.49,2,7,5
0.9,6.27,1,4,7
0.3,4.32,1,6,1
0.71,5.7,6,6,4
0.56,5.38,2,1,7
2.09,8.13,3,6,4
1.27,7.04,3,7,6
0.62,5.5,2,2,6
0.37,4.63,1,4,5
1.08,6.63,2,1,4
1.58,7.65,3,5,3
2.02,8.08,1,5,7
0.4,4.8,1,4,3
1.01,6.55,1,1,7
0.58,5.35,2,3,5
0.52,5.23,2,2,5
0.33,4.5,2,2,4
1.02,6.29,5,4,3
0.31,4.35,1,2,3
0.3,4.28,6,5,3
1.67,7.55,2,5,5
0.91,6.14,6,2,7
2.02,8.03,2,5,6
0.7,5.56,5,6,6
0.71,5.72,2,2,3
1.07,6.79,6,3,5
1.07,6.43,5,4,8
0.55,5.26,2,4,5
2.01,8.36,3,5,6
0.53,5.23,2,3,5
0.28,4.22,2,5,3
0.37,4.59,1,1,5
0.41,4.79,2,3,4
1.16,6.61,2,5,6
0.51,5.11,2,1,6
0.32,4.33,1,6,6
0.32,4.45,2,4,1
0.7,5.77,1,5,4
0.36,4.56,2,1,5
0.59,5.32,1,1,4
1.15,6.7,6,5,5
1.0,6.48,2,1,6
1.58,7.5,2,7,6
0.31,4.32,1,4,3
0.72,5.65,1,4,5
1.27,6.85,6,7,4
0.82,5.91,1,2,5
1.18,6.79,2,6,3
1.11,6.62,2,3,2
2.04,8.0,1,5,6
0.53,5.27,2,4,6
0.71,5.81,2,6,4
0.71,5.56,5,4,7
0.53,5.24,2,2,2
0.4,4.76,2,2,4
0.58,5.36,2,2,3
0.36,4.62,3,2,5
1.01,6.41,2,4,3
1.01,6.4,1,2,5
0.35,4.52,3,4,4
1.02,6.35,3,5,5
0.32,4.45,2,2,3
0.9,6.2,3,1,6
0.4,4.67,3,4,5
0.91,6.25,3,5,5
1.0,6.35,6,4,5
0.31,4.36,1,4,3
0.31,4.41,2,5,1
1.0,6.43,1,5,5
0.37,4.66,2,7,6
0.53,5.26,2,5,6
0.51,5.24,2,4,4
0.9,6.19,1,4,5
1.01,6.47,2,2,7
0.97,6.25,1,1,6
1.01,6.45,2,4,5
1.1,6.68,2,7,6
0.38,4.67,2,1,4
0.33,4.46,2,5,3
1.54,7.31,1,1,6
0.42,4.77,1,1,6
0.7,5.7,2,5,4
1.07,6.6,2,7,6
0.31,4.38,1,6,5
0.34,4.45,3,6,6
1.23,6.87,2,4,3
0.65,5.59,2,7,6
1.65,7.65,2,5,3
0.7,5.74,3,3,5
0.6,5.43,2,5,3
0.58,5.43,2,5,6
0.52,5.19,3,4,4
0.49,5.21,6,3,4
1.0,6.34,3,2,7
3.04,9.07,3,6,7
0.35,4.57,1,2,6
0.84,6.11,2,4,4
0.39,4.65,6,4,5
1.41,7.12,3,5,5
0.8,6.03,3,6,7
0.31,4.38,2,2,5
1.01,6.39,2,3,7
1.31,6.97,1,7,6
0.25,4.03,3,2,5
0.27,4.19,2,5,4
0.3,4.27,2,1,3
1.01,6.4,3,3,7
0.36,4.53,3,1,5
0.3,4.32,2,2,5
1.01,6.36,2,4,6
0.54,5.25,2,1,2
0.72,5.75,6,7,6
1.2,6.73,2,5,4
0.4,4.75,2,5,7
0.77,6.05,3,3,7
0.31,4.32,1,4,2
0.4,4.79,2,4,1
0.29,4.24,2,4,2
0.7,5.73,1,7,5
1.51,7.2,1,7,5
0.32,4.44,2,6,1
1.63,7.73,3,3,6
1.31,6.98,2,3,7
0.9,6.13,6,1,6
1.52,7.29,3,3,5
0.91,6.24,6,5,5
0.51,5.17,3,5,5
0.41,4.65,5,1,3
2.01,8.03,1,5,6
0.54,5.2,2,2,4
0.51,5.13,1,2,6
0.56,5.34,2,1,7
0.28,4.25,3,4,6
0.57,5.26,2,2,5
1.21,6.91,2,3,2
0.41,4.73,6,2,6
0.4,4.77,2,5,6
0.65,5.56,3,5,7
2.03,7.92,6,4,7
0.71,5.79,2,3,6
0.76,5.81,1,2,6
0.77,5.91,2,1,6
1.14,6.8,1,3,6
1.11,6.65,1,6,7
2.51,8.6,3,2,7
0.8,5.91,3,4,4
0.33,4.4,2,3,2
0.34,4.51,2,1,5
0.41,4.78,2,4,1
0.7,5.64,1,3,4
0.31,4.35,2,4,3
0.39,4.7,3,4,6
1.54,7.46,1,6,6
0.32,4.37,2,4,4
0.4,4.81,2,7,6
1.34,7.1,2,4,5
1.06,6.69,3,3,1
2.0,8.02,1,4,7
0.56,5.33,3,3,4
1.02,6.55,2,5,6
0.38,4.65,2,7,5
0.72,5.77,3,7,4
0.27,4.18,2,5,4
1.02,6.55,6,3,7
0.3,4.33,2,3,5
1.01,6.43,1,1,6
0.71,5.72,3,4,5
0.4,4.7,6,2,7
0.9,5.94,5,6,6
0.54,5.25,2,4,1
0.34,4.48,2,1,6
0.41,4.71,1,1,5
0.31,4.33,2,2,5
0.55,5.34,2,1,6
0.53,5.24,3,5,6
0.31,4.39,2,4,2
1.09,6.53,1,2,6
0.51,5.14,1,2,4
0.35,4.54,1,1,5
1.2,6.78,6,7,7
0.24,3.9,6,2,3
0.42,4.78,1,2,6
0.32,4.37,2,1,5
0.3,4.26,6,1,7
0.62,5.52,2,5,1
1.18,6.51,6,4,6
1.2,6.68,3,5,5
0.3,4.3,1,1,5
0.42,4.77,2,4,3
0.75,5.66,5,3,7
0.9,6.0,5,5,5
0.27,4.17,2,2,4
0.55,5.3,1,1,2
2.07,8.28,2,6,5
1.07,6.72,1,3,7
2.72,8.93,2,7,7
0.32,4.39,6,4,4
0.34,4.48,3,5,3
0.68,5.7,5,4,6
0.31,4.32,1,2,5
0.5,5.16,2,6,6
0.43,4.84,6,2,6
0.32,4.45,2,5,7
0.5,5.11,3,3,6
0.55,5.37,2,4,3
0.7,5.69,3,3,5
0.27,4.27,2,3,5
0.35,4.5,3,7,6
0.51,5.19,1,5,4
2.07,8.13,2,4,7
0.31,4.34,3,1,6
0.32,4.46,2,2,5
0.41,4.73,2,7,2
0.32,4.38,6,1,7
0.35,4.57,1,1,7
1.27,7.0,3,5,7
1.59,7.46,1,7,6
0.44,4.88,1,6,2
1.51,7.29,1,7,7
0.24,3.97,3,2,3
1.55,7.37,2,2,6
0.63,5.57,2,3,1
0.55,5.27,2,3,3
1.05,6.48,3,3,5
0.37,4.69,1,4,3
1.22,6.9,2,6,6
0.33,4.51,2,4,2
1.5,7.28,6,7,3
2.1,8.16,2,7,5
0.91,6.23,3,3,6
0.36,4.56,1,2,7
0.3,4.25,1,4,3
2.09,8.16,1,7,6
1.01,6.35,3,4,4
0.4,4.78,1,3,3
0.41,4.75,1,4,4
0.56,5.23,3,4,7
1.53,7.51,3,2,6
0.37,4.66,2,4,6
1.02,6.65,6,4,4
2.15,8.43,2,6,7
0.5,5.09,1,3,5
0.48,5.05,3,3,2
0.36,4.61,2,3,3
2.01,8.09,1,5,5
0.66,5.55,3,2,5
0.32,4.43,2,4,7
1.5,7.31,1,1,6
0.91,6.16,3,2,7
0.7,5.73,3,4,6
0.7,5.55,5,5,6
0.77,5.81,2,1,6
0.41,4.8,3,4,4
0.32,4.45,2,6,3
1.16,6.76,3,6,6
2.0,8.15,3,7,5
0.36,4.57,2,5,6
1.22,6.88,2,4,4
0.32,4.35,2,1,7
2.01,7.97,1,5,5
0.31,4.37,2,4,7
0.34,4.48,2,1,3
1.12,6.74,2,4,3
1.61,7.5,2,1,5
1.12,6.72,2,4,5
0.81,5.79,3,3,6
2.01,8.03,3,6,4
1.57,7.47,1,7,4
0.34,4.52,2,4,1
0.61,5.45,2,3,5
0.24,4.04,3,1,3
0.41,4.83,2,1,7
1.51,7.33,2,6,5
1.03,6.43,1,1,6
0.35,4.6,3,4,5
2.04,8.07,2,6,7
0.52,5.14,1,3,4
0.73,5.85,3,3,6
1.19,6.78,1,5,7
1.37,7.19,1,2,7
1.53,7.34,3,7,5
0.31,4.33,1,5,3
0.26,4.11,2,3,1
0.3,4.26,1,6,4
0.43,4.8,1,5,6
1.23,6.95,1,4,3
0.3,4.31,2,3,5
0.55,5.18,3,3,6
0.83,6.02,1,4,7
0.3,4.27,2,2,5
1.01,6.59,3,1,6
1.21,6.85,2,3,6
1.09,6.68,2,5,7
0.32,4.36,1,5,6
2.32,8.31,5,5,6
0.37,4.67,1,3,6
0.51,5.13,2,1,5
0.4,4.7,2,3,2
0.74,5.84,3,2,6
0.74,5.83,2,6,5
1.06,6.59,2,1,3
0.42,4.82,2,1,3
2.05,8.3,1,4,7
0.83,6.06,3,3,6
0.4,4.79,2,5,5
0.31,4.33,1,6,3
0.53,5.2,2,4,2
0.54,5.19,2,4,4
0.9,6.24,2,5,4
1.24,6.87,1,6,6
2.01,8.17,1,6,5
1.06,6.53,2,4,7
1.51,7.16,3,2,4
1.5,7.2,6,2,5
0.7,5.73,3,5,4
1.22,7.02,3,7,4
0.96,6.24,1,2,7
0.59,5.39,2,1,4
1.7,7.88,6,6,4
1.25,6.88,3,4,5
1.08,6.54,3,6,4
2.01,8.23,3,4,6
1.05,6.33,5,3,6
0.96,6.34,2,3,4
2.15,8.41,2,5,7
1.03,6.58,5,6,4
1.5,7.33,6,7,5
1.01,6.37,3,2,6
0.41,4.8,2,2,7
0.53,5.17,1,2,3
0.5,5.07,6,1,6
0.3,4.28,1,2,7
0.88,5.9,6,7,4
0.31,4.34,3,1,5
0.51,5.12,1,1,5
0.7,5.71,2,2,3
1.2,6.88,1,5,5
0.5,5.06,2,2,6
1.0,6.45,1,2,6
0.49,5.07,3,3,6
0.5,5.1,2,4,2
0.52,5.22,2,1,4
1.72,7.6,6,7,7
0.35,4.49,2,3,4
0.59,5.34,1,6,6
0.27,4.19,2,3,3
0.71,5.72,2,3,5
0.91,6.15,1,5,6
2.01,8.17,2,6,5
1.21,6.9,1,5,5
1.01,6.33,3,5,6
0.86,5.99,1,2,6
0.59,5.39,3,1,4
2.04,8.31,6,6,6
1.03,6.48,1,1,3
0.71,5.76,2,6,2
1.53,7.34,2,5,8
1.83,7.85,1,6,4
1.01,6.34,1,3,7
0.55,5.28,2,1,3
0.57,5.38,1,2,6
0.7,5.68,1,2,5
0.71,5.72,3,3,6
2.06,8.19,2,6,6
1.24,6.96,3,4,6
1.0,6.27,3,4,5
0.34,4.5,2,1,5
0.34,4.52,2,2,5
1.7,7.72,1,4,7
1.07,6.67,3,4,7
1.05,6.62,1,2,1
0.35,4.54,2,4,3
1.0,6.42,3,2,3
0.57,5.36,2,3,6
2.03,7.86,5,3,8
1.03,6.73,6,7,7
0.32,4.35,1,4,5
0.62,5.57,1,3,7
0.41,4.8,1,5,6
0.41,4.84,2,1,5
0.7,5.68,1,3,6
0.38,4.63,1,4,4
0.61,5.45,2,5,5
0.3,4.36,2,2,6
1.01,6.32,6,5,7
0.31,4.38,2,3,1
1.52,7.37,2,5,7
0.26,4.08,2,3,3
0.33,4.5,2,2,3
0.73,5.75,2,3,7
0.62,5.49,3,1,6
2.01,8.13,1,5,6
0.38,4.67,2,2,2
0.9,6.0,3,5,4
0.76,5.9,1,2,7
0.3,4.33,2,1,5
1.01,6.41,1,5,5
0.7,5.79,2,4,6
2.05,8.16,2,4,7
0.41,4.85,1,5,2
0.54,5.27,2,6,7
0.39,4.72,2,2,6
1.2,6.65,1,4,3
0.9,6.21,3,7,4
1.03,6.46,1,3,5
1.72,7.55,1,5,6
0.72,5.77,2,2,3
1.13,6.78,2,1,3
1.64,7.61,3,4,7
1.16,6.87,3,5,7
1.6,7.66,2,3,5
1.02,6.42,2,3,3
0.36,4.52,2,2,6
1.23,6.93,2,4,3
0.3,4.27,3,6,3
0.91,6.14,3,2,7
0.92,6.22,3,1,3
0.81,5.97,2,7,5
0.3,4.37,3,4,2
1.01,6.42,1,4,5
0.3,4.33,2,4,3
0.72,5.76,2,4,2
1.08,6.59,1,1,7
0.34,4.5,2,2,5
0.72,5.85,2,5,4
2.0,8.12,1,4,7
0.38,4.72,2,6,4
0.71,5.69,3,5,6
1.02,6.51,2,1,7
0.86,5.98,1,5,6
0.61,5.47,2,3,4
0.78,5.86,2,4,5
0.58,5.38,2,5,6
0.89,6.19,2,4,3
0.42,4.89,2,4,2
0.31,4.31,1,1,7
0.51,5.09,1,2,4
0.72,5.78,3,3,5
0.7,5.67,3,6,2
0.33,4.51,1,6,6
0.4,4.72,1,3,6
0.41,4.8,1,2,6
0.4,4.77,1,2,3
1.01,6.29,5,3,5
0.53,5.28,1,4,5
1.51,7.33,2,4,6
1.19,6.71,1,4,4
1.0,6.18,6,6,4
0.35,4.55,2,2,4
0.34,4.61,6,2,5
0.32,4.43,2,5,6
1.0,6.27,3,7,7
1.26,6.99,2,4,3
0.59,5.46,2,4,7
1.05,6.61,2,3,6
0.34,4.47,1,2,7
1.07,6.7,1,4,7
1.01,6.35,3,4,7
0.38,4.68,3,7,5
1.23,6.94,3,4,2
2.0,7.77,5,5,6
1.2,6.84,2,4,7
1.5,7.31,3,7,3
2.1,8.08,3,5,7
0.7,5.64,2,4,6
1.21,6.91,3,7,5
1.3,7.03,2,5,3
0.54,5.19,2,1,6
0.44,4.83,1,4,6
0.37,4.68,2,3,7
0.3,4.3,2,1,6
0.53,5.18,1,5,1
1.03,6.53,2,5,6
1.01,6.38,6,4,7
0.31,4.34,3,4,3
0.32,4.36,1,1,5
0.91,6.05,3,4,6
0.31,4.32,3,7,6
0.41,4.84,6,1,4
0.3,4.31,3,1,3
1.53,7.28,3,6,6
0.5,5.08,3,2,3
0.33,4.48,2,1,4
0.71,5.65,1,3,6
1.22,6.84,1,5,6
0.57,5.4,1,3,5
1.01,6.36,3,5,5
1.09,6.7,2,4,4
0.74,5.82,1,3,6
0.77,5.92,2,6,7
2.11,8.29,3,6,5
1.09,6.59,3,6,5
0.3,4.22,1,5,2
1.01,6.4,1,4,4
1.01,6.42,3,3,6
1.09,6.75,6,4,7
0.32,4.46,3,3,5
1.01,6.34,3,3,2
0.72,5.78,1,2,5
0.32,4.41,2,5,4
0.28,4.27,2,4,1
1.22,6.81,1,2,7
0.3,4.33,3,3,5
0.41,4.78,1,4,4
0.36,4.61,1,3,5
0.33,4.42,2,1,5
0.6,5.45,2,1,3
0.7,5.65,6,5,6
1.51,7.4,2,7,5
0.71,5.59,3,2,5
1.02,6.37,6,2,6
1.22,6.77,2,4,4
0.5,5.07,3,4,2
2.1,8.18,1,3,7
0.34,4.52,2,3,7
0.73,5.78,3,1,6
0.87,6.13,2,5,7
0.77,5.82,1,7,4
0.3,4.33,2,5,3
0.33,4.45,3,4,6
0.39,4.72,2,3,3
0.3,4.34,2,2,4
0.35,4.52,3,2,4
0.32,4.43,3,5,2
0.3,4.3,2,5,5
1.51,7.27,1,2,6
0.7,5.8,6,1,7
0.73,5.85,3,1,6
0.71,5.71,3,3,4
0.53,5.24,2,3,4
0.5,5.18,6,7,6
1.26,7.01,2,6,7
1.21,6.91,1,5,7
0.45,4.86,6,4,4
0.87,6.13,1,1,6
0.91,6.18,1,2,6
0.39,4.73,2,4,2
0.58,5.39,2,3,7
0.53,5.39,3,2,4
1.06,6.52,2,4,5
0.5,5.07,1,3,5
1.04,6.55,2,3,6
0.57,5.35,2,4,2
0.84,6.05,6,2,6
0.43,4.87,2,3,3
0.32,4.47,2,6,6
1.01,6.69,5,2,7
1.2,6.67,1,5,5
1.5,7.1,2,6,6
0.91,6.06,6,3,7
0.3,4.27,3,6,6
0.91,6.09,6,2,7
1.32,6.88,6,2,6
1.26,6.93,2,7,6
1.01,6.54,1,2,7
0.41,4.82,2,7,5
0.81,5.98,3,3,4
1.75,7.78,2,4,7
0.5,5.17,2,4,7
0.34,4.45,1,4,7
1.52,7.42,1,5,5
1.0,6.57,6,5,5
0.41,4.75,3,3,6
0.54,5.2,6,4,5
0.29,4.33,2,5,1
1.07,6.49,1,4,7
0.89,6.19,2,2,7
1.03,6.52,3,2,4
0.62,5.45,1,1,7
1.21,6.95,1,6,6
1.07,6.47,2,3,5
1.55,7.44,1,6,5
1.02,6.51,1,5,6
0.81,6.11,2,3,7
1.0,6.33,6,5,7
0.32,4.42,2,3,2
0.52,5.25,2,3,2
0.49,5.18,2,5,6
1.01,6.25,6,3,7
0.26,4.13,3,3,2
0.71,5.78,2,1,5
0.31,4.38,2,1,6
2.01,8.07,3,6,4
0.74,5.82,2,3,7
0.54,5.23,2,5,2
0.56,5.29,2,1,6
0.32,4.42,2,2,4
0.3,4.26,2,4,3
1.01,6.49,2,3,6
2.37,8.5,1,5,7
0.3,4.28,1,1,5
1.07,6.65,3,3,2
0.33,4.46,2,2,2
1.03,6.46,1,6,6
0.91,6.12,1,5,7
0.3,4.26,6,4,3
0.34,4.52,1,3,6
0.8,5.86,6,2,5
0.5,5.13,2,1,3
0.33,4.5,2,5,4
0.72,5.71,3,5,7
1.29,7.07,2,3,7
0.33,4.49,3,5,5
0.74,5.76,3,6,4
1.53,7.55,1,3,6
0.31,4.4,2,4,2
1.7,7.7,1,6,5
1.17,6.7,2,1,7
0.33,4.47,1,5,1
2.21,8.46,1,5,7
0.5,5.07,3,3,6
1.07,6.55,2,7,5
0.37,4.68,1,1,4
0.52,5.2,2,5,2
0.24,4.03,2,3,2
1.7,7.65,2,3,6
0.3,4.33,2,4,3
0.9,6.19,3,4,3
1.2,6.97,1,5,6
0.31,4.37,1,4,7
0.3,4.34,3,4,1
0.31,4.32,6,5,3
0.57,5.29,3,2,5
1.7,7.67,1,6,3
0.59,5.42,2,2,3
0.71,5.75,2,5,5
1.02,6.39,6,4,6
1.01,6.52,2,4,6
0.4,4.73,2,2,7
0.98,6.48,1,5,8
0.72,5.73,3,5,5
1.07,6.53,2,3,6
1.01,6.51,3,3,5
1.59,7.51,2,7,4
0.73,5.81,3,4,6
0.42,4.8,2,5,3
0.32,4.43,1,1,5
0.84,6.01,1,3,7
0.51,5.05,6,1,7
0.3,4.3,2,1,5
0.52,5.19,3,4,3
0.5,5.06,3,4,6
1.52,7.39,1,3,4
0.9,6.0,1,4,4
0.31,4.4,2,4,6
0.4,4.76,3,2,4
0.31,4.34,2,5,4
0.72,5.76,2,4,3
1.21,6.8,2,5,6
1.16,6.64,1,1,7
0.39,4.68,3,6,3
0.91,6.23,3,7,7
2.11,8.19,3,4,7
2.1,8.2,2,3,7
0.91,6.23,3,4,7
0.73,5.91,1,5,7
0.77,5.8,6,4,6
0.5,5.14,3,4,3
0.83,5.99,2,5,2
1.32,6.83,5,5,8
0.37,4.68,2,4,6
1.11,6.66,3,2,7
0.5,5.07,3,4,2
1.04,6.54,2,6,4
0.24,4.02,3,2,2
1.24,6.98,2,7,7
1.7,7.62,1,7,5
0.53,5.23,3,7,6
0.59,5.48,2,1,7
0.3,4.35,2,5,3
1.02,6.66,3,5,6
0.34,4.46,2,2,2
1.21,6.59,5,5,7
0.41,4.77,2,3,4
0.9,6.26,3,2,6
0.35,4.52,1,5,2
0.91,6.09,6,1,6
1.02,6.38,1,3,4
0.63,5.27,5,5,7
1.51,7.19,6,5,5
1.02,6.46,1,3,4
0.57,5.37,1,3,7
1.21,6.82,1,2,6
0.3,4.29,1,5,4
0.44,4.9,3,7,4
0.3,4.32,2,4,1
1.04,6.49,1,4,7
0.54,5.22,1,6,2
0.35,4.48,1,4,4
0.28,4.24,3,1,2
1.7,7.55,1,6,5
1.5,7.34,1,6,3
0.3,4.29,1,3,3
0.48,5.06,3,2,2
2.01,7.94,3,6,4
1.0,6.4,3,2,5
0.32,4.41,2,4,2
2.03,8.17,1,5,7
1.01,6.5,3,3,5
0.51,5.18,2,7,4
0.76,5.85,2,2,6
0.33,4.49,2,2,6
0.4,4.69,1,2,5
0.31,4.49,3,2,2
1.25,7.05,1,5,4
0.71,5.78,2,6,4
0.31,4.36,2,3,4
0.31,4.37,2,4,4
1.7,7.6,1,4,6
1.51,7.35,1,7,5
0.32,4.43,1,6,3
0.52,5.2,2,3,6
0.4,4.76,2,2,7
1.0,6.03,5,6,6
1.53,7.5,1,7,6
